behind it a bar with chairs and two people , and a bench with one person lying on it . 	 two people 	32	42	1	0
front view of a dark yellow house with wooden windows , white window frames and an iron entrance gate . 	 white window 	56	68	1	0
front view of a dark yellow house with wooden windows , white window frames and an iron entrance gate . 	 white window 	56	68	0	0
front view of a dark yellow house with wooden windows , white window frames and an iron entrance gate . 	 frames 	69	75	0	0
a room with white walls and an inclined picture , two single beds made of wood on the right , a commode with a TV on the left , and in the background on the right a window with orange curtains . 	 beds 	61	65	0	0
a room with white walls and an inclined picture , two single beds made of wood on the right , a commode with a TV on the left , and in the background on the right a window with orange curtains . 	 beds 	61	65	0	0
a room with white walls and an inclined picture , two single beds made of wood on the right , a commode with a TV on the left , and in the background on the right a window with orange curtains . 	 curtains 	184	192	0	0
a room with white walls and an inclined picture , two single beds made of wood on the right , a commode with a TV on the left , and in the background on the right a window with orange curtains . 	 curtains 	184	192	1	0
a room with white walls and an inclined picture , two single beds made of wood on the right , a commode with a TV on the left , and in the background on the right a window with orange curtains . 	 curtains 	184	192	1	0
a room with white walls and an inclined picture , two single beds made of wood on the right , a commode with a TV on the left , and in the background on the right a window with orange curtains . 	 curtains 	184	192	0	0
a room with white walls and an inclined picture , two single beds made of wood on the right , a commode with a TV on the left , and in the background on the right a window with orange curtains . 	 walls 	18	23	0	0
a room with white walls and an inclined picture , two single beds made of wood on the right , a commode with a TV on the left , and in the background on the right a window with orange curtains . 	 picture 	40	47	0	0
a room with white walls and an inclined picture , two single beds made of wood on the right , a commode with a TV on the left , and in the background on the right a window with orange curtains . 	 curtains 	184	192	0	0
a tall high-rise building with a facade made of glass . 	 a tall high-rise building 	0	25	1	1
a tall high-rise building with a facade made of glass . 	 a facade 	31	39	0	0
a red car in front of the entrance of a big hotel . 	 a red car 	0	9	1	0
a red car in front of the entrance of a big hotel . 	 the entrance 	22	34	1	0
a tall high-rise building with a facade made of glass . 	 a tall high-rise building 	0	25	1	0
a room with white and grey walls , a large double bed made of wood in the foreground , an armchair , a small table and three more chairs and two lamps behind it , and a window with grey and white curtains in the background . 	 a large double bed 	35	53	1	1
a room with white and grey walls , a large double bed made of wood in the foreground , an armchair , a small table and three more chairs and two lamps behind it , and a window with grey and white curtains in the background . 	 curtains 	196	204	0	0
a room with white and grey walls , a large double bed made of wood in the foreground , an armchair , a small table and three more chairs and two lamps behind it , and a window with grey and white curtains in the background . 	 chairs 	130	136	1	1
a room with white and grey walls , a large double bed made of wood in the foreground , an armchair , a small table and three more chairs and two lamps behind it , and a window with grey and white curtains in the background . 	 two lamps 	141	150	1	0
a room with white and grey walls , a large double bed made of wood in the foreground , an armchair , a small table and three more chairs and two lamps behind it , and a window with grey and white curtains in the background . 	 walls 	27	32	0	0
a room with white and grey walls , a large double bed made of wood in the foreground , an armchair , a small table and three more chairs and two lamps behind it , and a window with grey and white curtains in the background . 	 curtains 	196	204	0	0
a room with white and grey walls , a large double bed made of wood in the foreground , an armchair , a small table and three more chairs and two lamps behind it , and a window with grey and white curtains in the background . 	 curtains 	196	204	0	0
a room with white and grey walls , a large double bed made of wood in the foreground , an armchair , a small table and three more chairs and two lamps behind it , and a window with grey and white curtains in the background . 	 a small table 	101	114	1	0
a room with white and grey walls , a large double bed made of wood in the foreground , an armchair , a small table and three more chairs and two lamps behind it , and a window with grey and white curtains in the background . 	 chairs 	130	136	1	1
a room with white and grey walls , a large double bed made of wood in the foreground , an armchair , a small table and three more chairs and two lamps behind it , and a window with grey and white curtains in the background . 	 chairs 	130	136	1	1
a grey car is parking in front of a grey house with brown window frames and plants on the balcony . 	 car 	7	10	1	0
a grey car is parking in front of a grey house with brown window frames and plants on the balcony . 	 house 	41	46	0	0
a grey car is parking in front of a grey house with brown window frames and plants on the balcony . 	 plants 	76	82	1	0
a grey car is parking in front of a grey house with brown window frames and plants on the balcony . 	 plants 	76	82	1	0
a grey car is parking in front of a grey house with brown window frames and plants on the balcony . 	 brown window 	52	64	0	0
a grey car is parking in front of a grey house with brown window frames and plants on the balcony . 	 brown window 	52	64	1	0
a grey car is parking in front of a grey house with brown window frames and plants on the balcony . 	 brown window 	52	64	0	0
a grey car is parking in front of a grey house with brown window frames and plants on the balcony . 	 the balcony 	86	97	0	0
a grey car is parking in front of a grey house with brown window frames and plants on the balcony . 	 the balcony 	86	97	0	0
a grey car is parking in front of a grey house with brown window frames and plants on the balcony . 	 the balcony 	86	97	0	0
there is also the corner of a green house on the left there are trees in the background . 	 trees 	64	69	1	0
there is also the corner of a green house on the left there are trees in the background . 	 trees 	64	69	0	0
there are two canvas chairs , white tables and chairs , a clothesline and a sunshade in the shade behind the pool . 	 the pool 	105	113	0	0
there are two canvas chairs , white tables and chairs , a clothesline and a sunshade in the shade behind the pool . 	 the pool 	105	113	0	0
there are two canvas chairs , white tables and chairs , a clothesline and a sunshade in the shade behind the pool . 	 a sunshade 	74	84	0	0
there is also the corner of a green house on the left there are trees in the background . 	 a green house 	28	41	1	0
children in a swimming pool in a garden that is surrounded by a green wall . 	 a green wall 	62	74	1	0
there is also the corner of a green house on the left there are trees in the background . 	 trees 	64	69	0	0
there is also the corner of a green house on the left there are trees in the background . 	 trees 	64	69	0	0
children in a swimming pool in a garden that is surrounded by a green wall . 	 children 	0	8	1	0
there is a small boat on the left , and a very flat , sparse landscape in the background . 	 the background 	74	88	0	0
there is a small boat on the left , and a very flat , sparse landscape in the background . 	 the left 	25	33	0	0
there is a small boat on the left , and a very flat , sparse landscape in the background . 	 the left 	25	33	0	0
there is a small boat on the left , and a very flat , sparse landscape in the background . 	 the background 	74	88	0	0
there is a small boat on the left , and a very flat , sparse landscape in the background . 	 a small boat 	9	21	1	1
front view of a house in style of the Alpes: white walls , dark brown window frames made of wood , flower boxes below the windows , a little tower with red rooftiles and two palm trees and three flags in front of the entrance . 	 the entrance 	213	225	1	1
front view of a house in style of the Alpes: white walls , dark brown window frames made of wood , flower boxes below the windows , a little tower with red rooftiles and two palm trees and three flags in front of the entrance . 	 a house 	14	21	0	1
front view of a house in style of the Alpes: white walls , dark brown window frames made of wood , flower boxes below the windows , a little tower with red rooftiles and two palm trees and three flags in front of the entrance . 	 style 	25	30	0	0
front view of a house in style of the Alpes: white walls , dark brown window frames made of wood , flower boxes below the windows , a little tower with red rooftiles and two palm trees and three flags in front of the entrance . 	 palm 	174	178	1	0
front view of a house in style of the Alpes: white walls , dark brown window frames made of wood , flower boxes below the windows , a little tower with red rooftiles and two palm trees and three flags in front of the entrance . 	 trees 	179	184	1	0
front view of a house in style of the Alpes: white walls , dark brown window frames made of wood , flower boxes below the windows , a little tower with red rooftiles and two palm trees and three flags in front of the entrance . 	 dark brown window 	59	76	1	0
front view of a house in style of the Alpes: white walls , dark brown window frames made of wood , flower boxes below the windows , a little tower with red rooftiles and two palm trees and three flags in front of the entrance . 	 walls 	51	56	1	0
there are night tables on both sides , a phone on the right , two lamps above the beds , a painting on the left and a window with a curtain on the very left . 	 beds 	82	86	0	0
there are night tables on both sides , a phone on the right , two lamps above the beds , a painting on the left and a window with a curtain on the very left . 	 beds 	82	86	1	0
a room with a double bed made of wood , light pink walls , pillows and bedcovers . 	 walls 	51	56	0	1
there are night tables on both sides , a phone on the right , two lamps above the beds , a painting on the left and a window with a curtain on the very left . 	 a painting 	89	99	0	0
there are night tables on both sides , a phone on the right , two lamps above the beds , a painting on the left and a window with a curtain on the very left . 	 two lamps 	62	71	0	0
there are night tables on both sides , a phone on the right , two lamps above the beds , a painting on the left and a window with a curtain on the very left . 	 two lamps 	62	71	0	0
there are night tables on both sides , a phone on the right , two lamps above the beds , a painting on the left and a window with a curtain on the very left . 	 beds 	82	86	1	0
a room with a double bed made of wood , light pink walls , pillows and bedcovers . 	 walls 	51	56	0	0
a three-storey building made of red bricks , with red doors and a blue jalousie on the ground level . 	 a three-storey building 	0	23	1	1
a three-storey building made of red bricks , with red doors and a blue jalousie on the ground level . 	 the ground level 	83	99	0	0
a three-storey building made of red bricks , with red doors and a blue jalousie on the ground level . 	 the ground level 	83	99	0	0
a three-storey building made of red bricks , with red doors and a blue jalousie on the ground level . 	 a blue jalousie 	64	79	1	0
a three-storey building made of red bricks , with red doors and a blue jalousie on the ground level . 	 a blue jalousie 	64	79	0	0
a three-storey building made of red bricks , with red doors and a blue jalousie on the ground level . 	 the ground level 	83	99	0	0
a double bed made of wood with white bedcovers , two pillows and a night table on the left in a room with white walls . 	 a double bed 	0	12	1	1
a double bed made of wood with white bedcovers , two pillows and a night table on the left in a room with white walls . 	 walls 	112	117	0	0
a double bed made of wood with white bedcovers , two pillows and a night table on the left in a room with white walls . 	 a double bed 	0	12	1	0
a double bed made of wood with white bedcovers , two pillows and a night table on the left in a room with white walls . 	 walls 	112	117	0	0
a three-storey building with white and brown walls and lowered grey blinds . 	 a three-storey building 	0	23	0	0
a three-storey building with white and brown walls and lowered grey blinds . 	 a three-storey building 	0	23	1	1
a three-storey building with white and brown walls and lowered grey blinds . 	 a three-storey building 	0	23	1	0
the ground level is completely in the shade . 	 the ground level 	0	16	0	0
a three-storey building with white and brown walls and lowered grey blinds . 	 blinds 	68	74	1	0
a three-storey building with white and brown walls and lowered grey blinds . 	 blinds 	68	74	1	0
a room with orange walls , a double bed with a light orange bedcover , a night table on both sides of the bed , a phone and a lamp on the left side , two paintings on the wall above the bed , and a window with orange curtains on the right . 	 the bed 	102	109	0	1
a room with orange walls , a double bed with a light orange bedcover , a night table on both sides of the bed , a phone and a lamp on the left side , two paintings on the wall above the bed , and a window with orange curtains on the right . 	 curtains 	217	225	1	0
a room with orange walls , a double bed with a light orange bedcover , a night table on both sides of the bed , a phone and a lamp on the left side , two paintings on the wall above the bed , and a window with orange curtains on the right . 	 the wall 	167	175	0	1
a room with orange walls , a double bed with a light orange bedcover , a night table on both sides of the bed , a phone and a lamp on the left side , two paintings on the wall above the bed , and a window with orange curtains on the right . 	 curtains 	217	225	0	0
a room with orange walls , a double bed with a light orange bedcover , a night table on both sides of the bed , a phone and a lamp on the left side , two paintings on the wall above the bed , and a window with orange curtains on the right . 	 two paintings 	150	163	1	0
a room with orange walls , a double bed with a light orange bedcover , a night table on both sides of the bed , a phone and a lamp on the left side , two paintings on the wall above the bed , and a window with orange curtains on the right . 	 two paintings 	150	163	1	0
a room with orange walls , a double bed with a light orange bedcover , a night table on both sides of the bed , a phone and a lamp on the left side , two paintings on the wall above the bed , and a window with orange curtains on the right . 	 a lamp 	124	130	0	0
a room with orange walls , a double bed with a light orange bedcover , a night table on both sides of the bed , a phone and a lamp on the left side , two paintings on the wall above the bed , and a window with orange curtains on the right . 	 curtains 	217	225	0	0
an illuminated multi-storey building with a large entrance at one corner . 	 an illuminated multi-storey 	0	27	1	1
an illuminated multi-storey building with a large entrance at one corner . 	 corner 	66	72	0	0
an illuminated multi-storey building with a large entrance at one corner . 	 corner 	66	72	0	0
an illuminated multi-storey building with a large entrance at one corner . 	 corner 	66	72	0	0
an illuminated multi-storey building with a large entrance at one corner . 	 an illuminated multi-storey 	0	27	0	0
an illuminated multi-storey building with a large entrance at one corner . 	 corner 	66	72	0	0
an illuminated multi-storey building with a large entrance at one corner . 	 an illuminated multi-storey 	0	27	1	0
an illuminated multi-storey building with a large entrance at one corner . 	 an illuminated multi-storey 	0	27	1	0
an illuminated multi-storey building with a large entrance at one corner . 	 an illuminated multi-storey 	0	27	1	0
a room with green walls , two single beds made of wood , a night table with a lamp in between and a painting above it . 	 beds 	37	41	1	0
a room with green walls , two single beds made of wood , a night table with a lamp in between and a painting above it . 	 beds 	37	41	0	0
a room with green walls , two single beds made of wood , a night table with a lamp in between and a painting above it . 	 wood 	50	54	0	0
a room with green walls , two single beds made of wood , a night table with a lamp in between and a painting above it . 	 wood 	50	54	0	0
a room with green walls , two single beds made of wood , a night table with a lamp in between and a painting above it . 	 beds 	37	41	1	0
a room with green walls , two single beds made of wood , a night table with a lamp in between and a painting above it . 	 walls 	18	23	0	0
a room with green walls , two single beds made of wood , a night table with a lamp in between and a painting above it . 	 a painting 	98	108	0	0
a room with green walls , two single beds made of wood , a night table with a lamp in between and a painting above it . 	 a lamp 	76	82	0	0
a room with green walls , two single beds made of wood , a night table with a lamp in between and a painting above it . 	 walls 	18	23	0	0
a room with a dark green wall , a double bed made of wood with two yellow pillows and a brown and yellow chequered blanket , two lamps and a painting above the bed , a phone on the right and a window with an orange curtain on the left . 	 the bed 	156	163	0	1
a room with a dark green wall , a double bed made of wood with two yellow pillows and a brown and yellow chequered blanket , two lamps and a painting above the bed , a phone on the right and a window with an orange curtain on the left . 	 the bed 	156	163	1	0
a room with a dark green wall , a double bed made of wood with two yellow pillows and a brown and yellow chequered blanket , two lamps and a painting above the bed , a phone on the right and a window with an orange curtain on the left . 	 the bed 	156	163	0	0
a room with a dark green wall , a double bed made of wood with two yellow pillows and a brown and yellow chequered blanket , two lamps and a painting above the bed , a phone on the right and a window with an orange curtain on the left . 	 wood 	53	57	0	0
a room with a dark green wall , a double bed made of wood with two yellow pillows and a brown and yellow chequered blanket , two lamps and a painting above the bed , a phone on the right and a window with an orange curtain on the left . 	 a dark green wall 	12	29	1	1
a room with a dark green wall , a double bed made of wood with two yellow pillows and a brown and yellow chequered blanket , two lamps and a painting above the bed , a phone on the right and a window with an orange curtain on the left . 	 a painting 	139	149	0	0
a room with a dark green wall , a double bed made of wood with two yellow pillows and a brown and yellow chequered blanket , two lamps and a painting above the bed , a phone on the right and a window with an orange curtain on the left . 	 two lamps 	125	134	1	0
a room with a dark green wall , a double bed made of wood with two yellow pillows and a brown and yellow chequered blanket , two lamps and a painting above the bed , a phone on the right and a window with an orange curtain on the left . 	 two lamps 	125	134	0	0
the ground level has grey walls , large windows and two flower pots at the entrance . 	 walls 	26	31	1	1
the ground level has grey walls , large windows and two flower pots at the entrance . 	 walls 	26	31	1	0
the ground level has grey walls , large windows and two flower pots at the entrance . 	 pots 	63	67	1	0
the ground level has grey walls , large windows and two flower pots at the entrance . 	 the entrance 	71	83	0	0
the ground level has grey walls , large windows and two flower pots at the entrance . 	 pots 	63	67	1	0
the ground level has grey walls , large windows and two flower pots at the entrance . 	 the ground level 	0	16	1	1
the ground level has grey walls , large windows and two flower pots at the entrance . 	 the ground level 	0	16	0	0
the ground level has grey walls , large windows and two flower pots at the entrance . 	 walls 	26	31	0	0
the ground level has grey walls , large windows and two flower pots at the entrance . 	 walls 	26	31	0	0
the ground level has grey walls , large windows and two flower pots at the entrance . 	 walls 	26	31	1	0
the ground level has grey walls , large windows and two flower pots at the entrance . 	 the ground level 	0	16	0	0
front view of a house with white walls , wooden balconies , blue rails , grey columns and a brown supporting wall . 	 balconies 	48	57	1	1
there are also an entrance with lots of flowers and two palm trees in front of the house . 	 the house 	79	88	0	1
there are also an entrance with lots of flowers and two palm trees in front of the house . 	 palm 	56	60	0	0
there are also an entrance with lots of flowers and two palm trees in front of the house . 	 palm 	56	60	0	0
there are also an entrance with lots of flowers and two palm trees in front of the house . 	 palm 	56	60	0	0
front view of a house with white walls , wooden balconies , blue rails , grey columns and a brown supporting wall . 	 balconies 	48	57	1	0
there are also an entrance with lots of flowers and two palm trees in front of the house . 	 trees 	61	66	1	0
there are also an entrance with lots of flowers and two palm trees in front of the house . 	 palm 	56	60	0	0
a room with white walls , a blue and white bunk bed on the right and another single bed in front of a broad window with brown curtains . 	 another single bed 	69	87	1	1
a room with white walls , a blue and white bunk bed on the right and another single bed in front of a broad window with brown curtains . 	 another single bed 	69	87	1	1
a room with white walls , a blue and white bunk bed on the right and another single bed in front of a broad window with brown curtains . 	 a broad window 	100	114	1	0
a room with white walls , a blue and white bunk bed on the right and another single bed in front of a broad window with brown curtains . 	 walls 	18	23	0	1
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 house 	22	27	0	1
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 a balcony 	118	127	0	0
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 house 	22	27	0	1
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 a balcony 	118	127	0	0
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 a balcony 	118	127	0	0
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 a balcony 	118	127	0	0
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 ground level 	99	111	0	0
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 ground level 	99	111	0	0
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 a balcony 	118	127	0	0
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 a balcony 	118	127	0	0
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 house 	22	27	0	0
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 ground level 	99	111	0	0
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 a balcony 	118	127	0	0
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 a balcony 	118	127	0	0
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 a balcony 	118	127	0	0
a two-storey terraced house with windows behind bars , a white painted entrance and flower pots on ground level , and a balcony on the upper level . 	 a balcony 	118	127	0	0
two single beds made of wood with white bedcovers and white pillows . 	 beds 	11	15	1	0
two single beds made of wood with white bedcovers and white pillows . 	 beds 	11	15	0	0
two single beds made of wood with white bedcovers and white pillows . 	 pillows 	60	67	0	0
two single beds made of wood with white bedcovers and white pillows . 	 pillows 	60	67	0	0
two single beds made of wood with white bedcovers and white pillows . 	 beds 	11	15	1	0
two single beds made of wood with white bedcovers and white pillows . 	 beds 	11	15	1	0
two single beds made of wood with white bedcovers and white pillows . 	 beds 	11	15	0	0
a light green three-storey house with white window frames and trees , sunshades and plastic chairs in front of the house . 	 plastic 	84	91	0	0
a light green three-storey house with white window frames and trees , sunshades and plastic chairs in front of the house . 	 plastic 	84	91	0	0
a light green three-storey house with white window frames and trees , sunshades and plastic chairs in front of the house . 	 plastic 	84	91	0	0
a light green three-storey house with white window frames and trees , sunshades and plastic chairs in front of the house . 	 the house 	111	120	1	1
a light green three-storey house with white window frames and trees , sunshades and plastic chairs in front of the house . 	 sunshades 	70	79	1	0
a light green three-storey house with white window frames and trees , sunshades and plastic chairs in front of the house . 	 sunshades 	70	79	1	0
a light green three-storey house with white window frames and trees , sunshades and plastic chairs in front of the house . 	 a light green three-storey house 	0	32	0	0
a light green three-storey house with white window frames and trees , sunshades and plastic chairs in front of the house . 	 the house 	111	120	0	0
a light green three-storey house with white window frames and trees , sunshades and plastic chairs in front of the house . 	 chairs 	92	98	1	0
a double bed made of wood with a light blue bedcover and light blue and white chequered pillows in a room with white walls . 	 walls 	117	122	0	1
a double bed made of wood with a light blue bedcover and light blue and white chequered pillows in a room with white walls . 	 a double bed 	0	12	1	1
there is a small carpet and a door on the left . 	 a door 	28	34	0	0
a double bed made of wood with a light blue bedcover and light blue and white chequered pillows in a room with white walls . 	 walls 	117	122	0	0
a dark orange and grey wall with a potted plant on both sides of the white entrance . 	 sides 	56	61	1	1
there is a large Pousada Girasol sign painted on the wall . 	 the wall 	49	57	1	1
there is a large Pousada Girasol sign painted on the wall . 	 sign 	33	37	0	1
a dark orange and grey wall with a potted plant on both sides of the white entrance . 	 a potted plant 	33	47	0	1
a dark orange and grey wall with a potted plant on both sides of the white entrance . 	 a potted plant 	33	47	1	0
a dark orange and grey wall with a potted plant on both sides of the white entrance . 	 a potted plant 	33	47	1	0
a dark orange and grey wall with a potted plant on both sides of the white entrance . 	 sides 	56	61	0	0
two single beds made of wood with white bedcovers in a room with white walls and a window with brownish green curtains . 	 beds 	11	15	0	0
two single beds made of wood with white bedcovers in a room with white walls and a window with brownish green curtains . 	 beds 	11	15	1	0
two single beds made of wood with white bedcovers in a room with white walls and a window with brownish green curtains . 	 walls 	71	76	0	0
two single beds made of wood with white bedcovers in a room with white walls and a window with brownish green curtains . 	 curtains 	110	118	0	0
two single beds made of wood with white bedcovers in a room with white walls and a window with brownish green curtains . 	 a window 	81	89	1	0
front view of a light brown , two-storey building with white window frames , a terrace with sunshades and tables in front of it . 	 two-storey building 	30	49	0	0
front view of a light brown , two-storey building with white window frames , a terrace with sunshades and tables in front of it . 	 two-storey building 	30	49	0	0
there is a street in the foreground and a forest in the background . 	 a street 	9	17	0	0
front view of a light brown , two-storey building with white window frames , a terrace with sunshades and tables in front of it . 	 sunshades 	92	101	1	1
front view of a light brown , two-storey building with white window frames , a terrace with sunshades and tables in front of it . 	 sunshades 	92	101	1	0
there is a street in the foreground and a forest in the background . 	 a forest 	40	48	0	0
there is a street in the foreground and a forest in the background . 	 a forest 	40	48	0	0
front view of a light brown , two-storey building with white window frames , a terrace with sunshades and tables in front of it . 	 two-storey building 	30	49	0	0
front view of a light brown , two-storey building with white window frames , a terrace with sunshades and tables in front of it . 	 two-storey building 	30	49	0	0
there is a street in the foreground and a forest in the background . 	 the background 	52	66	0	0
front view of a light brown , two-storey building with white window frames , a terrace with sunshades and tables in front of it . 	 two-storey building 	30	49	0	0
a room with white and orange walls , an orange double bed with white bedcovers and a window with dark brown window frames on the left . 	 double bed 	47	57	0	1
a room with white and orange walls , an orange double bed with white bedcovers and a window with dark brown window frames on the left . 	 walls 	29	34	0	1
a room with white and orange walls , an orange double bed with white bedcovers and a window with dark brown window frames on the left . 	 bedcovers 	69	78	0	0
a room with white and orange walls , an orange double bed with white bedcovers and a window with dark brown window frames on the left . 	 a window 	83	91	1	0
a room with white and orange walls , an orange double bed with white bedcovers and a window with dark brown window frames on the left . 	 walls 	29	34	0	1
a room with white and orange walls , an orange double bed with white bedcovers and a window with dark brown window frames on the left . 	 walls 	29	34	0	0
a room with white and orange walls , an orange double bed with white bedcovers and a window with dark brown window frames on the left . 	 double bed 	47	57	0	0
six children in the forground , more children and also grown-ups in a canteen kind of place in the background . 	 children 	4	12	1	0
six children in the forground , more children and also grown-ups in a canteen kind of place in the background . 	 children 	4	12	1	0
six children in the forground , more children and also grown-ups in a canteen kind of place in the background . 	 children 	4	12	1	0
six children in the forground , more children and also grown-ups in a canteen kind of place in the background . 	 children 	4	12	1	0
six children in the forground , more children and also grown-ups in a canteen kind of place in the background . 	 children 	4	12	1	0
six children in the forground , more children and also grown-ups in a canteen kind of place in the background . 	 place 	86	91	0	0
six children in the forground , more children and also grown-ups in a canteen kind of place in the background . 	 children 	4	12	1	0
six children in the forground , more children and also grown-ups in a canteen kind of place in the background . 	 children 	4	12	1	0
six children in the forground , more children and also grown-ups in a canteen kind of place in the background . 	 children 	4	12	1	0
six children in the forground , more children and also grown-ups in a canteen kind of place in the background . 	 place 	86	91	0	0
six children in the forground , more children and also grown-ups in a canteen kind of place in the background . 	 children 	4	12	1	0
six children in the forground , more children and also grown-ups in a canteen kind of place in the background . 	 place 	86	91	0	0
an alligator in the water . 	 the water 	16	25	0	0
an alligator in the water . 	 the water 	16	25	0	0
a white ship at the sea . 	 the sea 	16	23	0	0
a blue sky in the background . 	 a blue sky 	0	10	0	0
a white ship at the sea . 	 a white ship 	0	12	1	1
the end of a glacier , with broken off ice floes that are floating in front of it . 	 floes 	43	48	0	0
snowcovered mountains in the background . 	 mountains 	12	21	0	1
snowcovered mountains in the background . 	 mountains 	12	21	0	0
the end of a glacier , with broken off ice floes that are floating in front of it . 	 ice 	39	42	0	0
the end of a glacier , with broken off ice floes that are floating in front of it . 	 ice 	39	42	0	0
eight condors in the sky above a brown mountain landscape ( canyon ) . 	 a brown mountain landscape 	31	57	0	0
eight condors in the sky above a brown mountain landscape ( canyon ) . 	 the sky 	17	24	1	1
eight condors in the sky above a brown mountain landscape ( canyon ) . 	 eight condors 	0	13	1	0
eight condors in the sky above a brown mountain landscape ( canyon ) . 	 eight condors 	0	13	1	0
a condor with spread wings is sailing over a canyon . 	 a condor 	0	8	0	0
high , bald , brown mountains in the background . 	 mountains 	20	29	1	1
high , bald , brown mountains in the background . 	 mountains 	20	29	1	1
high , bald , brown mountains in the background . 	 mountains 	20	29	1	1
high , bald , brown mountains in the background . 	 the background 	33	47	0	0
a condor with spread wings in the sky . 	 a condor 	0	8	0	0
a condor with spread wings in the sky . 	 the sky 	30	37	0	1
a large room with a wooden table and chairs on the left , four more chairs and a large painting in the background on the right , and a window with flower pots below it in the background on the left . 	 chairs 	37	43	0	1
a large room with a wooden table and chairs on the left , four more chairs and a large painting in the background on the right , and a window with flower pots below it in the background on the left . 	 chairs 	37	43	1	1
a large room with a wooden table and chairs on the left , four more chairs and a large painting in the background on the right , and a window with flower pots below it in the background on the left . 	 chairs 	37	43	1	0
a large room with a wooden table and chairs on the left , four more chairs and a large painting in the background on the right , and a window with flower pots below it in the background on the left . 	 a window 	133	141	1	0
a large room with a wooden table and chairs on the left , four more chairs and a large painting in the background on the right , and a window with flower pots below it in the background on the left . 	 chairs 	37	43	0	0
a large room with a wooden table and chairs on the left , four more chairs and a large painting in the background on the right , and a window with flower pots below it in the background on the left . 	 chairs 	37	43	1	0
a large room with a wooden table and chairs on the left , four more chairs and a large painting in the background on the right , and a window with flower pots below it in the background on the left . 	 chairs 	37	43	1	0
a large room with a wooden table and chairs on the left , four more chairs and a large painting in the background on the right , and a window with flower pots below it in the background on the left . 	 a window 	133	141	0	0
a large room with a wooden table and chairs on the left , four more chairs and a large painting in the background on the right , and a window with flower pots below it in the background on the left . 	 a large painting 	79	95	1	0
a large room with a wooden table and chairs on the left , four more chairs and a large painting in the background on the right , and a window with flower pots below it in the background on the left . 	 a window 	133	141	0	0
a large room with a wooden table and chairs on the left , four more chairs and a large painting in the background on the right , and a window with flower pots below it in the background on the left . 	 a window 	133	141	0	0
a large room with a wooden table and chairs on the left , four more chairs and a large painting in the background on the right , and a window with flower pots below it in the background on the left . 	 chairs 	37	43	0	1
a large room with a wooden table and chairs on the left , four more chairs and a large painting in the background on the right , and a window with flower pots below it in the background on the left . 	 chairs 	37	43	1	0
a room with two single beds made of wood with blue bedcovers , a night table with a lamp in between , and a window with white curtains both behind the beds and on the right . 	 beds 	23	27	0	0
a room with two single beds made of wood with blue bedcovers , a night table with a lamp in between , and a window with white curtains both behind the beds and on the right . 	 wood 	36	40	0	1
a room with two single beds made of wood with blue bedcovers , a night table with a lamp in between , and a window with white curtains both behind the beds and on the right . 	 beds 	23	27	0	0
a room with two single beds made of wood with blue bedcovers , a night table with a lamp in between , and a window with white curtains both behind the beds and on the right . 	 curtains 	126	134	0	0
a room with two single beds made of wood with blue bedcovers , a night table with a lamp in between , and a window with white curtains both behind the beds and on the right . 	 a window 	106	114	0	0
a room with two single beds made of wood with blue bedcovers , a night table with a lamp in between , and a window with white curtains both behind the beds and on the right . 	 a room 	0	6	0	1
a room with two single beds made of wood with blue bedcovers , a night table with a lamp in between , and a window with white curtains both behind the beds and on the right . 	 beds 	23	27	0	0
a room with two single beds made of wood with blue bedcovers , a night table with a lamp in between , and a window with white curtains both behind the beds and on the right . 	 a lamp 	82	88	0	0
a white and yellow freighter with a few containers on board , docked in a harbour . 	 containers 	40	50	1	0
a white and yellow freighter with a few containers on board , docked in a harbour . 	 yellow freighter 	12	28	0	0
there are houses and hills in the background . 	 hills 	21	26	0	0
there are houses and hills in the background . 	 hills 	21	26	0	0
a white and yellow freighter with a few containers on board , docked in a harbour . 	 containers 	40	50	1	0
a white and orange freighter on the water in front of a naked , brown hill 	 the water 	32	41	1	0
